STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-TAVG-STDDEV
GHCND:USC00047253,1088.1,35.3692,-117.6525,20100115,6.1
GHCND:USC00047253,1088.1,35.3692,-117.6525,20100415,7.8
GHCND:USC00047253,1088.1,35.3692,-117.6525,20100715,4.8
GHCND:USC00047253,1088.1,35.3692,-117.6525,20101015,6.9
GHCND:USC00411063,234.4,33.20639,-97.77611,20100115,9.7
GHCND:USC00411063,234.4,33.20639,-97.77611,20100415,7.8
GHCND:USC00411063,234.4,33.20639,-97.77611,20100715,3.8
GHCND:USC00411063,234.4,33.20639,-97.77611,20101015,7.5
GHCND:USW00054787,24.7,40.73417,-73.41694,20100115,9.0
GHCND:USW00054787,24.7,40.73417,-73.41694,20100415,6.8
GHCND:USW00054787,24.7,40.73417,-73.41694,20100715,4.6
GHCND:USW00054787,24.7,40.73417,-73.41694,20101015,6.4
GHCND:USC00412354,1149.1,31.87694,-105.23722,20100115,6.9
GHCND:USC00412354,1149.1,31.87694,-105.23722,20100415,7.0
GHCND:USC00412354,1149.1,31.87694,-105.23722,20100715,3.7
GHCND:USC00412354,1149.1,31.87694,-105.23722,20101015,6.1
GHCND:USC00413201,121.9,29.1333,-98.1629,20100115,9.2
GHCND:USC00413201,121.9,29.1333,-98.1629,20100415,7.0
GHCND:USC00413201,121.9,29.1333,-98.1629,20100715,2.9
GHCND:USC00413201,121.9,29.1333,-98.1629,20101015,7.3
GHCND:USC00413686,169.2,30.7188,-97.3211,20100115,9.6
GHCND:USC00413686,169.2,30.7188,-97.3211,20100415,6.9
GHCND:USC00413686,169.2,30.7188,-97.3211,20100715,3.1
GHCND:USC00413686,169.2,30.7188,-97.3211,20101015,7.2
GHCND:USC00049452,105.2,35.59444,-119.35361,20100115,5.5
GHCND:USC00049452,105.2,35.59444,-119.35361,20100415,6.5
GHCND:USC00049452,105.2,35.59444,-119.35361,20100715,4.9
GHCND:USC00049452,105.2,35.59444,-119.35361,20101015,5.5
GHCND:USW00012904,10.4,26.22806,-97.65417,20100115,9.0
GHCND:USW00012904,10.4,26.22806,-97.65417,20100415,6.4
GHCND:USW00012904,10.4,26.22806,-97.65417,20100715,2.4
GHCND:USW00012904,10.4,26.22806,-97.65417,20101015,5.3
GHCND:USC00415869,161.5,31.70028,-96.51417,20100115,9.4
GHCND:USC00415869,161.5,31.70028,-96.51417,20100415,6.5
GHCND:USC00415869,161.5,31.70028,-96.51417,20100715,3.0
GHCND:USC00041967,12.2,37.98333,-122.06917,20100115,4.5
GHCND:USC00041967,12.2,37.98333,-122.06917,20100415,5.0
GHCND:USC00041967,12.2,37.98333,-122.06917,20100715,4.5
GHCND:USC00041967,12.2,37.98333,-122.06917,20101015,4.6
GHCND:USC00250050,765,42.5522,-99.8555,20100115,13.2
GHCND:USC00250050,765,42.5522,-99.8555,20100415,10.0
GHCND:USC00250050,765,42.5522,-99.8555,20100715,6.1
GHCND:USC00250050,765,42.5522,-99.8555,20101015,9.3
GHCND:USC00010390,210,34.77528,-86.95083,20100115,10.5
GHCND:USC00010390,210,34.77528,-86.95083,20100415,8.0
GHCND:USC00010390,210,34.77528,-86.95083,20100715,3.5
GHCND:USC00010390,210,34.77528,-86.95083,20101015,7.2
GHCND:USC00413691,178.3,32.9506,-97.0553,20100115,10.0
GHCND:USC00413691,178.3,32.9506,-97.0553,20100415,7.5
GHCND:USC00413691,178.3,32.9506,-97.0553,20100715,4.0
GHCND:USC00413691,178.3,32.9506,-97.0553,20101015,7.6
GHCND:USC00084210,10.7,26.42167,-81.41,20100115,7.9
GHCND:USC00084210,10.7,26.46222,-81.44056,20100415,4.6
GHCND:USC00084210,10.7,26.46222,-81.44056,20100715,1.8
GHCND:USC00084210,10.7,26.46222,-81.44056,20101015,3.8
GHCND:USW00053860,12.5,30.33611,-81.51472,20100115,9.1
GHCND:USW00053860,12.5,30.33611,-81.51472,20100415,6.0
GHCND:USW00053860,12.5,30.33611,-81.51472,20100715,2.7
GHCND:USW00053860,12.5,30.33611,-81.51472,20101015,5.5
GHCND:USW00053862,13.7,30.07194,-83.57361,20100115,9.7
GHCND:USW00053862,13.7,30.07194,-83.57361,20100415,6.0
GHCND:USW00053862,13.7,30.07194,-83.57361,20100715,2.3
GHCND:USW00053862,13.7,30.07194,-83.57361,20101015,6.4
GHCND:USC00411033,1268,35.62,-103.00722,20100115,9.7
GHCND:USC00411033,1268,35.62,-103.00722,20100415,8.2
GHCND:USC00411033,1268,35.62,-103.00722,20100715,4.0
GHCND:USC00411033,1268,35.62,-103.00722,20101015,7.7
GHCND:USC00412361,329.2,29.4228,-100.9108,20100115,7.8
GHCND:USC00412361,329.2,29.4228,-100.9108,20100415,6.9
GHCND:USC00412361,329.2,29.4228,-100.9108,20100715,3.9
GHCND:USC00412361,329.2,29.4228,-100.9108,20101015,6.0
GHCND:USW00053864,172.2,33.17833,-86.78167,20100115,10.1
GHCND:USW00053864,172.2,33.17833,-86.78167,20100415,7.2
GHCND:USW00053864,172.2,33.17833,-86.78167,20100715,3.1
GHCND:USW00053864,172.2,33.17833,-86.78167,20101015,6.9
GHCND:USC00413214,981.5,33.98694,-101.33611,20100115,9.5
GHCND:USC00413214,981.5,33.98694,-101.33611,20100415,8.7
GHCND:USC00413214,981.5,33.98694,-101.33611,20100715,4.4
GHCND:USC00413214,981.5,33.9849,-101.3338,20101015,7.6
GHCND:USW00012919,7.3,25.9141,-97.423,20100115,9.0
GHCND:USW00012919,7.3,25.9141,-97.423,20100415,5.9
GHCND:USW00012919,7.3,25.9141,-97.423,20100715,2.0
GHCND:USW00012919,7.3,25.9141,-97.423,20101015,5.4
GHCND:USW00012918,13.4,29.63806,-95.28194,20100115,9.2
GHCND:USW00012918,13.4,29.63806,-95.28194,20100415,5.8
GHCND:USW00012918,13.4,29.63806,-95.28194,20100715,2.3
GHCND:USW00012918,13.4,29.63806,-95.28194,20101015,6.4
GHCND:USW00012917,4.9,29.95056,-94.02056,20100115,9.1
GHCND:USW00012917,4.9,29.95056,-94.02056,20100415,6.0
GHCND:USW00012917,4.9,29.95056,-94.02056,20100715,2.1
GHCND:USW00012917,4.9,29.95056,-94.02056,20101015,6.7
GHCND:USW00012912,35.1,28.8614,-96.9303,20100115,9.2
GHCND:USW00012912,35.1,28.8614,-96.9303,20100415,6.1
GHCND:USW00012912,35.1,28.8614,-96.9303,20100715,2.4
GHCND:USW00012912,35.1,28.8614,-96.9303,20101015,6.4
GHCND:USC00086880,18.3,27.6089,-82.3478,20100115,8.2
GHCND:USC00086880,18.3,27.6089,-82.3478,20100415,5.3
GHCND:USC00086880,18.3,27.6089,-82.3478,20100715,1.9
GHCND:USC00086880,18.3,27.6089,-82.3478,20101015,4.6
GHCND:USW00012921,240.5,29.5443,-98.4839,20100115,9.0
GHCND:USW00012921,240.5,29.5443,-98.4839,20100415,6.7
GHCND:USW00012921,240.5,29.5443,-98.4839,20100715,3.0
GHCND:USW00012921,240.5,29.5443,-98.4839,20101015,6.9
GHCND:USC00411042,356.6,32.75,-98.90167,20100115,10.2
GHCND:USC00411042,356.6,32.75,-98.90167,20100415,8.3
GHCND:USC00411042,356.6,32.75,-98.90167,20100715,4.1
GHCND:USC00411042,356.6,32.75,-98.9016,20101015,7.7
GHCND:USC00086406,2.4,25.85806,-81.03194,20100115,7.3
GHCND:USC00086406,2.4,25.86028,-81.03306,20100415,4.3
GHCND:USC00086406,2.4,25.86028,-81.03306,20100715,2.0
GHCND:USC00086406,2.4,25.86028,-81.03306,20101015,3.5
GHCND:USC00411486,186.8,28.4897,-99.8739,20100115,8.5
GHCND:USC00411486,186.8,28.4897,-99.8739,20100415,7.1
GHCND:USC00411486,186.8,28.4897,-99.8739,20100715,3.2
GHCND:USC00411486,186.8,28.4897,-99.8739,20101015,7.0
GHCND:USC00049473,29,36.93083,-121.76917,20100115,4.5
GHCND:USC00049473,29,36.93083,-121.76917,20100415,4.9
GHCND:USC00049473,29,36.93083,-121.76917,20100715,3.6
GHCND:USC00049473,29,36.93083,-121.76917,20101015,4.8
GHCND:USC00414517,329.8,33.22056,-98.15611,20100115,10.3
GHCND:USC00414517,329.8,33.22056,-98.15611,20100415,8.0
GHCND:USC00414517,329.8,33.22056,-98.15611,20100715,4.2
GHCND:USC00414517,329.8,33.22056,-98.15611,20101015,8.0
GHCND:USC00010369,311.5,33.29417,-85.77889,20100115,9.8
GHCND:USC00010369,311.5,33.29417,-85.77889,20100415,7.2
GHCND:USC00010369,311.5,33.29417,-85.77889,20100715,3.3
GHCND:USC00010369,311.5,33.29417,-85.77889,20101015,7.0
GHCND:USC00411007,341.4,29.31667,-100.41444,20100115,8.7
GHCND:USC00411007,341.4,29.31667,-100.41444,20100415,6.4
GHCND:USC00411007,341.4,29.31667,-100.41444,20100715,4.0
GHCND:USC00411007,341.4,29.31667,-100.41444,20101015,6.4
GHCND:USC00413668,328.6,33.12028,-98.56694,20100115,9.9
GHCND:USC00413668,328.6,33.12028,-98.56694,20100415,8.3
GHCND:USC00413668,328.6,33.12028,-98.56694,20100715,4.3
GHCND:USC00413668,328.6,33.12028,-98.56694,20101015,7.9
GHCND:USC00011694,185.9,32.82,-86.6522,20100115,10.0
GHCND:USC00011694,185.9,32.82,-86.6522,20100415,7.3
GHCND:USC00011694,185.9,32.82,-86.6522,20100715,3.0
GHCND:USC00011694,185.9,32.82,-86.6522,20101015,7.1
GHCND:USC00301708,246.3,43.3203,-73.9256,20100115,11.0
GHCND:USC00301708,246.3,43.3203,-73.9256,20100415,7.4
GHCND:USC00301708,246.3,43.3203,-73.9256,20100715,4.8
GHCND:USC00301708,246.3,43.3203,-73.9256,20101015,6.6
GHCND:USC00254432,926.6,42.9502,-100.945,20100115,12.3
GHCND:USC00254432,926.6,42.9502,-100.945,20100415,9.3
GHCND:USC00254432,926.6,42.9502,-100.945,20100715,5.9
GHCND:USC00254432,926.6,42.9502,-100.945,20101015,9.3
GHCND:USC00048135,327.7,40.7141,-122.4161,20100115,5.3
GHCND:USC00048135,327.7,40.7141,-122.4161,20100415,7.8
GHCND:USC00048135,327.7,40.7141,-122.4161,20100715,5.9
GHCND:USC00048135,327.7,40.7141,-122.4161,20101015,7.0
GHCND:USC00411492,564.2,29.7909,-100.6742,20100115,8.0
GHCND:USC00411492,564.2,29.7909,-100.6742,20100415,7.7
GHCND:USC00411492,564.2,29.7909,-100.6742,20100715,3.4
GHCND:USC00411492,564.2,29.7909,-100.6742,20101015,6.9
GHCND:USC00305840,158.2,43.10139,-78.95,20100115,10.2
GHCND:USC00305840,158.2,43.10139,-78.95,20100415,7.7
GHCND:USC00305840,158.2,43.10139,-78.95,20100715,5.2
GHCND:USC00305840,158.2,43.10139,-78.95,20101015,7.1
GHCND:USC00411013,536.4,29.61,-100.47444,20100115,8.0
GHCND:USC00411013,536.4,29.61,-100.47444,20100415,6.7
GHCND:USC00411013,536.4,29.61,-100.47444,20100715,3.4
GHCND:USC00411013,536.4,29.6101,-100.452,20101015,6.2
GHCND:USC00304996,268.2,44.842,-74.3081,20100115,13.8
GHCND:USC00304996,268.2,44.842,-74.3081,20100415,9.0
GHCND:USC00304996,268.2,44.842,-74.3081,20100715,5.7
GHCND:USC00304996,268.2,44.842,-74.3081,20101015,8.4
GHCND:USC00049001,18.6,37.7967,-121.5828,20100115,5.0
GHCND:USC00049001,18.6,37.7967,-121.5828,20100415,5.7
GHCND:USC00049001,18.6,37.7967,-121.5828,20100715,5.7
GHCND:USC00049001,18.6,37.7967,-121.5828,20101015,4.7
GHCND:USC00085539,19.8,30.10639,-83.18194,20100115,9.9
GHCND:USC00085539,19.8,30.10639,-83.18194,20100415,6.5
GHCND:USC00085539,19.8,30.10639,-83.18194,20100715,2.5
GHCND:USC00085539,19.8,30.10639,-83.18194,20101015,6.7
GHCND:USC00411017,521.2,31.14444,-99.34917,20100115,9.9
GHCND:USC00411017,521.2,31.14444,-99.34917,20100415,7.6
GHCND:USC00411017,521.2,31.14444,-99.34917,20100715,3.5
GHCND:USC00411017,521.2,31.1444,-99.3491,20101015,7.1
GHCND:USC00414525,170.7,31.9622,-95.2736,20100115,9.5
GHCND:USC00414525,170.7,31.9622,-95.2736,20100415,6.7
GHCND:USC00414525,170.7,31.9622,-95.2736,20100715,3.1
GHCND:USC00414525,170.7,31.9622,-95.2736,20101015,6.9
GHCND:USC00254440,1435,41.2452,-103.6344,20100115,11.3
GHCND:USC00254440,1435,41.2452,-103.6344,20100415,9.4
GHCND:USC00254440,1435,41.2452,-103.6344,20100715,5.5
GHCND:USC00254440,1435,41.2452,-103.6344,20101015,9.0
GHCND:USC00253595,609.6,40.0892,-99.2133,20100115,11.6
GHCND:USC00253595,609.6,40.0892,-99.2133,20100415,9.3
GHCND:USC00253595,609.6,40.0892,-99.2133,20100715,5.9
GHCND:USC00253595,609.6,40.0892,-99.2133,20101015,8.9
GHCND:USC00413680,739.1,31.30278,-102.82194,20100115,8.4
GHCND:USC00413680,739.1,31.30278,-102.82194,20100415,8.0
GHCND:USC00413680,739.1,31.30278,-102.82194,20100715,3.9
GHCND:USC00413680,739.1,31.30278,-102.82194,20101015,7.0
GHCND:USC00412352,103.9,33.4797,-94.6175,20100715,3.6
GHCND:USC00412352,103.9,33.4797,-94.6175,20101015,7.2
GHCND:USC00410174,1356.4,30.37639,-103.66,20100115,8.2
GHCND:USC00410174,1356.4,30.37639,-103.66,20100415,7.4
GHCND:USC00410174,1356.4,30.37639,-103.66,20100715,3.8
GHCND:USC00410174,1356.4,30.37639,-103.66,20101015,6.2
GHCND:USC00415822,612.6,30.91444,-99.79583,20100115,9.3
GHCND:USC00415822,612.6,30.91444,-99.79583,20100415,7.9
GHCND:USC00415822,612.6,30.91444,-99.79583,20100715,3.6
GHCND:USC00415822,612.6,30.9144,-99.7958,20101015,7.3
GHCND:USC00415821,637,34.72611,-100.53722,20100115,9.6
GHCND:USC00415821,637,34.72611,-100.53722,20100415,8.5
GHCND:USC00415821,637,34.72611,-100.53722,20100715,4.5
GHCND:USC00415821,637,34.72611,-100.53722,20101015,7.8
GHCND:USW00012947,145.1,28.45667,-99.21833,20100115,8.5
GHCND:USW00012947,145.1,28.45667,-99.21833,20100415,7.1
GHCND:USW00012947,145.1,28.45667,-99.21833,20100715,3.2
GHCND:USW00012947,145.1,28.45667,-99.21833,20101015,6.2
GHCND:USC00414976,126.2,32.8241,-95.5275,20100115,9.6
GHCND:USC00414976,126.2,32.8241,-95.5275,20100415,7.3
GHCND:USC00414976,126.2,32.8241,-95.5275,20100715,3.5
GHCND:USC00414976,126.2,32.8241,-95.5275,20101015,7.3
GHCND:USC00045449,999.7,41.2514,-122.1383,20100115,5.7
GHCND:USC00045449,999.7,41.2514,-122.1383,20100415,7.4
GHCND:USC00045449,999.7,41.2514,-122.1383,20100715,6.0
GHCND:USC00045449,999.7,41.2514,-122.1383,20101015,6.7
GHCND:USC00255388,727.6,40.3761,-100.2227,20100115,11.4
GHCND:USC00255388,727.6,40.3761,-100.2227,20100415,9.6
GHCND:USC00255388,727.6,40.3761,-100.2227,20100715,5.8
GHCND:USC00255388,727.6,40.3761,-100.2227,20101015,8.8
GHCND:USC00043261,125,36.9969,-119.7072,20100115,5.8
GHCND:USC00043261,125,36.9969,-119.7072,20100415,6.6
GHCND:USC00043261,125,36.9969,-119.7072,20100715,5.4
GHCND:USC00043261,125,36.9969,-119.7072,20101015,6.3
GHCND:USC00414982,355.7,33.75417,-99.14417,20100115,9.9
GHCND:USC00414982,355.7,33.75417,-99.14417,20100415,8.2
GHCND:USC00414982,355.7,33.75417,-99.14417,20100715,4.6
GHCND:USC00414982,355.7,33.75417,-99.14417,20101015,7.8
GHCND:USC00414980,136.6,32.85222,-95.88639,20100115,10.2
GHCND:USC00414980,136.6,32.85222,-95.88639,20100415,7.2
GHCND:USC00414980,136.6,32.85222,-95.88639,20100715,3.6
GHCND:USC00414980,136.6,32.85222,-95.88639,20101015,7.0
GHCND:USC00046773,929.6,34.5025,-117.8952,20100115,5.9
GHCND:USC00046773,929.6,34.50278,-117.89444,20100415,7.5
GHCND:USC00046773,929.6,34.50278,-117.89444,20100715,4.9
GHCND:USC00046773,929.6,34.50278,-117.89444,20101015,6.7
GHCND:USC00081544,39.6,30.78361,-85.48472,20100115,9.3
GHCND:USC00081544,39.6,30.78361,-85.48472,20100415,6.5
GHCND:USC00081544,39.6,30.78361,-85.48472,20100715,2.7
GHCND:USC00081544,39.6,30.78361,-85.48472,20101015,6.8
GHCND:USC00080228,7.6,27.21785,-81.8742,20100115,8.4
GHCND:USC00080228,7.6,27.21785,-81.8742,20100415,5.2
GHCND:USC00080228,7.6,27.21785,-81.8742,20100715,2.0
GHCND:USC00080228,7.6,27.21785,-81.8742,20101015,4.4
GHCND:USW00012959,30.5,26.18389,-98.25389,20100115,9.3
GHCND:USW00012959,30.5,26.18389,-98.25389,20100415,6.3
GHCND:USW00012959,30.5,26.18389,-98.25389,20100715,2.7
GHCND:USW00012959,30.5,26.18389,-98.25389,20101015,5.9
GHCND:USW00012957,5.8,26.16583,-97.34583,20100115,8.2
GHCND:USW00012957,5.8,26.16583,-97.34583,20100415,5.4
GHCND:USW00012957,5.8,26.16583,-97.34583,20100715,2.2
GHCND:USW00012957,5.8,26.16583,-97.34583,20101015,5.3
GHCND:USW00012962,280.4,29.36028,-99.17444,20100115,8.6
GHCND:USW00012962,280.4,29.36028,-99.17444,20100415,6.7
GHCND:USW00012962,280.4,29.36028,-99.17444,20100715,2.9
GHCND:USW00012962,280.4,29.3601,-99.1742,20101015,6.8
GHCND:USC00411000,972.6,35.53028,-102.25639,20100115,9.0
GHCND:USC00411000,972.6,35.53028,-102.25639,20100415,8.3
GHCND:USC00411000,972.6,35.53028,-102.25639,20100715,4.2
GHCND:USC00411000,972.6,35.53028,-102.25639,20101015,7.4
GHCND:USW00012960,29,29.98,-95.36,20100115,9.5
GHCND:USW00012960,29,29.98,-95.36,20100415,6.6
GHCND:USW00012960,29,29.98,-95.36,20100715,2.7
GHCND:USW00012960,29,29.98,-95.36,20101015,7.0
GHCND:USC00413622,115.8,29.5174,-97.4596,20100115,9.5
GHCND:USC00413622,115.8,29.5174,-97.4596,20100415,6.9
GHCND:USC00413622,115.8,29.5174,-97.4596,20100715,2.9
GHCND:USC00413622,115.8,29.5174,-97.4596,20101015,7.2
GHCND:USW00012928,17.1,27.5,-97.81667,20100115,9.6
GHCND:USW00012928,17.1,27.5,-97.81667,20100415,6.4
GHCND:USW00012928,17.1,27.5,-97.81667,20100715,2.6
GHCND:USW00012928,17.1,27.5,-97.81667,20101015,6.3
GHCND:USC00414950,732.4,29.26944,-103.7575,20100115,6.6
GHCND:USC00414950,732.4,29.26944,-103.7575,20100415,6.0
GHCND:USC00414950,732.4,29.26944,-103.7575,20100715,4.0
GHCND:USC00414950,732.4,29.26944,-103.7575,20101015,5.5
GHCND:USW00012926,5.5,27.68333,-97.28333,20100115,8.3
GHCND:USW00012926,5.5,27.68333,-97.28333,20100415,5.0
GHCND:USW00012926,5.5,27.68333,-97.28333,20100715,2.0
GHCND:USW00012926,5.5,27.68333,-97.28333,20101015,5.6
GHCND:USW00012925,20.1,28.36667,-97.66667,20100115,8.9
GHCND:USW00012925,20.1,28.36667,-97.66667,20100415,6.2
GHCND:USW00012925,20.1,28.36667,-97.66667,20100715,2.7
GHCND:USW00012925,20.1,28.36667,-97.66667,20101015,6.4
GHCND:USC00308906,115.8,41.55139,-74.16278,20100115,11.0
GHCND:USC00308906,115.8,41.55139,-74.16278,20100415,8.1
GHCND:USC00308906,115.8,41.55139,-74.16278,20100715,5.3
GHCND:USC00308906,115.8,41.55139,-74.16278,20101015,7.3
GHCND:USW00012924,13.4,27.7742,-97.5122,20100115,9.2
GHCND:USW00012924,13.4,27.7742,-97.5122,20100415,6.0
GHCND:USW00012924,13.4,27.7742,-97.5122,20100715,2.1
GHCND:USW00012924,13.4,27.7742,-97.5122,20101015,6.1
GHCND:USW00012923,1.5,29.2733,-94.8592,20100115,7.8
GHCND:USW00012923,1.5,29.2733,-94.8592,20100415,4.9
GHCND:USW00012923,1.5,29.2733,-94.8592,20100715,2.1
GHCND:USW00012923,1.5,29.2733,-94.8592,20101015,5.7
GHCND:USC00257110,780.6,40.3575,-100.6608,20100115,11.3
GHCND:USC00257110,780.6,40.3575,-100.6608,20100415,9.0
GHCND:USC00257110,780.6,40.3575,-100.6608,20100715,5.6
GHCND:USC00257110,780.6,40.3575,-100.6608,20101015,8.5
GHCND:USW00012932,52.7,27.74111,-98.02472,20100115,8.9
GHCND:USW00012932,52.7,27.74111,-98.02472,20100415,6.6
GHCND:USW00012932,52.7,27.74111,-98.02472,20100715,3.3
GHCND:USW00012932,52.7,27.74111,-98.02472,20101015,5.8
GHCND:USC00049822,1828.8,34.3617,-117.6386,20100115,6.7
GHCND:USC00049822,1828.8,34.3617,-117.6386,20100415,7.0
GHCND:USC00049822,1828.8,34.3617,-117.6386,20100715,3.9
GHCND:USC00049822,1828.8,34.3617,-117.6386,20101015,6.1
GHCND:USC00082850,1.5,25.84889,-81.38972,20100115,7.3
GHCND:USC00082850,1.5,25.84889,-81.38972,20100415,4.2
GHCND:USC00082850,1.5,25.84889,-81.38972,20100715,2.2
GHCND:USC00082850,1.5,25.84889,-81.38972,20101015,3.8
GHCND:USC00410120,441.4,32.7047,-99.3012,20100115,10.1
GHCND:USC00410120,441.4,32.7047,-99.3012,20100415,8.3
GHCND:USC00410120,441.4,32.7047,-99.3012,20100715,4.2
GHCND:USC00410120,441.4,32.7047,-99.3012,20101015,7.7
GHCND:USC00047643,68.6,38.50667,-122.47139,20100115,4.8
GHCND:USC00047643,68.6,38.50667,-122.47139,20100415,5.9
GHCND:USC00047643,68.6,38.50667,-122.47139,20100715,4.7
GHCND:USC00047643,68.6,38.50667,-122.47139,20101015,5.1
GHCND:USC00304555,591.3,44.2444,-73.9855,20100115,12.8
GHCND:USC00304555,591.3,44.2444,-73.9855,20100415,8.8
GHCND:USC00304555,591.3,44.2444,-73.9855,20100715,5.6
GHCND:USC00304555,591.3,44.2444,-73.9855,20101015,8.0
GHCND:USC00308910,332.2,42.7412,-78.51,20100115,11.6
GHCND:USC00308910,332.2,42.7412,-78.51,20100415,9.5
GHCND:USC00308910,332.2,42.7412,-78.51,20100715,5.6
GHCND:USC00308910,332.2,42.7412,-78.51,20101015,8.3
GHCND:USC00414967,694.9,33.06417,-101.04889,20100115,9.7
GHCND:USC00414967,694.9,33.06417,-101.04889,20100415,8.7
GHCND:USC00414967,694.9,33.06417,-101.04889,20100715,4.7
GHCND:USC00414967,694.9,33.06417,-101.04889,20101015,7.6
GHCND:USW00012935,3.7,28.72472,-96.25361,20100115,8.9
GHCND:USW00012935,3.7,28.72472,-96.25361,20100415,5.8
GHCND:USW00012935,3.7,28.72472,-96.25361,20100715,2.3
GHCND:USW00012935,3.7,28.72472,-96.25361,20101015,6.5
GHCND:USW00012944,3,29.33333,-94.77167,20100115,7.9
GHCND:USW00012944,3,29.33333,-94.77167,20100415,4.8
GHCND:USW00012944,3,29.33333,-94.77167,20100715,2.4
GHCND:USW00012944,3,29.33333,-94.77167,20101015,5.6
GHCND:USC00099291,175.3,32.8694,-85.1892,20100115,9.2
GHCND:USC00099291,175.3,32.8694,-85.1892,20100415,6.9
GHCND:USC00099291,175.3,32.8694,-85.1892,20100715,3.1
GHCND:USC00099291,175.3,32.8694,-85.1892,20101015,6.8
GHCND:USC00414931,1179.6,31.9835,-106.5915,20100115,6.3
GHCND:USC00414931,1179.6,31.9835,-106.5915,20100415,6.3
GHCND:USC00414931,1179.6,31.9835,-106.5915,20100715,3.9
GHCND:USC00414931,1179.6,31.9835,-106.5915,20101015,5.4
GHCND:USW00013838,7.9,30.62639,-88.06806,20100115,9.1
GHCND:USW00013838,7.9,30.62639,-88.06806,20100415,5.9
GHCND:USW00013838,7.9,30.62639,-88.06806,20100715,2.4
GHCND:USW00013838,7.9,30.62639,-88.06806,20101015,6.5
GHCND:USC00411429,304.8,29.8607,-98.1959,20100115,9.1
GHCND:USC00411429,304.8,29.8607,-98.1959,20100415,6.6
GHCND:USC00411429,304.8,29.8607,-98.1959,20100715,3.3
GHCND:USC00411429,304.8,29.8607,-98.1959,20101015,7.0
GHCND:USC00012172,2.4,30.25028,-88.0775,20100115,8.0
GHCND:USC00012172,2.4,30.2505,-88.0775,20100415,5.1
GHCND:USC00012172,2.4,30.2505,-88.0775,20100715,2.6
GHCND:USC00012172,2.4,30.2505,-88.0775,20101015,5.7
GHCND:USC00047668,13.7,36.65944,-121.66556,20100115,4.8
GHCND:USC00047668,13.7,36.65944,-121.66556,20100415,4.7
GHCND:USC00047668,13.7,36.65944,-121.66556,20100715,2.9
GHCND:USC00047668,13.7,36.65944,-121.66556,20101015,4.5
GHCND:USW00054790,25,40.82167,-72.86889,20100115,9.0
GHCND:USW00054790,25,40.82167,-72.86889,20100415,6.8
GHCND:USW00054790,25,40.82167,-72.86889,20100715,4.8
GHCND:USW00054790,25,40.82167,-72.86889,20101015,6.7
GHCND:USC00046336,9.1,37.79833,-122.26417,20100115,4.1
GHCND:USC00046336,9.1,37.79833,-122.26417,20100415,4.5
GHCND:USC00046336,9.1,37.79833,-122.26417,20100715,3.9
GHCND:USC00046336,9.1,37.79833,-122.26417,20101015,4.4
GHCND:USC00304575,335.3,42.4486,-74.4653,20100115,11.5
GHCND:USC00304575,335.3,42.4486,-74.4653,20100415,8.7
GHCND:USC00304575,335.3,42.4486,-74.4653,20100715,5.4
GHCND:USC00304575,335.3,42.4486,-74.4653,20101015,7.7
GHCND:USW00093901,150,32.73333,-96.96667,20100115,9.6
GHCND:USW00093901,150,32.73333,-96.96667,20100415,6.9
GHCND:USW00093901,150,32.73333,-96.96667,20100715,3.2
GHCND:USW00093901,150,32.73333,-96.96667,20101015,7.3
GHCND:USC00308932,451.1,42.1847,-75.1455,20100115,11.2
GHCND:USC00308932,451.1,42.1847,-75.1455,20100415,8.3
GHCND:USC00308932,451.1,42.1847,-75.1455,20100715,5.0
GHCND:USC00308932,451.1,42.1847,-75.1455,20101015,7.0
GHCND:USC00411430,1094.2,34.98056,-101.92639,20100115,9.5
GHCND:USC00411430,1094.2,34.98056,-101.92639,20100415,8.5
GHCND:USC00411430,1094.2,34.98056,-101.92639,20100715,4.5
GHCND:USC00411430,1094.2,34.98056,-101.92639,20101015,7.3
GHCND:USC00410586,10.4,29.79167,-95.04361,20100115,9.2
GHCND:USC00410586,10.4,29.79167,-95.04361,20100415,6.0
GHCND:USC00410586,10.4,29.79167,-95.04361,20100715,2.9
GHCND:USC00410586,10.4,29.7918,-95.0436,20101015,6.7
GHCND:USC00084625,18.3,28.27639,-81.42389,20100115,8.3
GHCND:USC00084625,18.3,28.27639,-81.42389,20100415,5.1
GHCND:USC00084625,18.3,28.27639,-81.42389,20100715,2.0
GHCND:USC00084625,18.3,28.27639,-81.42389,20101015,4.8
GHCND:USC00305426,379.5,41.7681,-74.155,20100115,10.4
GHCND:USC00305426,379.5,41.7681,-74.155,20100415,8.5
GHCND:USC00305426,379.5,41.7681,-74.155,20100715,5.1
GHCND:USC00305426,379.5,41.7681,-74.155,20101015,7.3
GHCND:USC00413614,459.3,31.44028,-98.59028,20100115,9.8
GHCND:USC00413614,459.3,31.44028,-98.59028,20100415,7.2
GHCND:USC00413614,459.3,31.44028,-98.59028,20100715,2.8
GHCND:USC00413614,459.3,31.44028,-98.59028,20101015,6.9
GHCND:USC00413618,43.3,28.66167,-97.385,20100115,9.4
GHCND:USC00413618,43.3,28.66167,-97.385,20100415,6.5
GHCND:USC00413618,43.3,28.66167,-97.385,20100715,2.7
GHCND:USC00413618,43.3,28.66167,-97.385,20101015,6.5
